house_area,house_price,bedrooms,lift
1193.0838741653306,36.802516224959916,2bhk,
1387.7933960863786,43.17380188259136,3bhk,
1199.5248419147374,36.36574525744212,2bhk,0.0
1254.831259776959,39.27493779330878,3bhk,1.0
1072.7901835596072,33.54370550678821,1bhk,0.0
1281.0070534905274,39.73021160471583,3bhk,1.0
1161.5392938434193,35.726178815302575,2bhk,0.0
1286.5572511592604,41.41671753477781,3bhk,1.0
1211.4005456721868,37.5220163701656,2bhk,
1065.9353028323612,33.39805908497084,1bhk,1.0
1224.743349246167,37.93230047738502,2bhk,
1266.2835295246011,,3bhk,
1221.260637693833,37.04781913081498,2bhk,1.0
1239.4578416169416,37.65373524850825,3bhk,1.0
1202.950661676453,36.72851985029358,2bhk,
1126.827890258353,34.69483670775058,2bhk,0.0
1256.7629340822114,38.96288802246634,3bhk,
1292.518417948631,40.74555253845893,3bhk,0.0
1299.7780510700516,40.91334153210155,3bhk,0.0
1114.047066631988,34.37141199895964,1bhk,1.0
1209.6385256229355,37.20915576868807,2bhk,
1197.5352807593952,37.89605842278185,2bhk,
1326.481887197341,41.544456615920225,3bhk,
1068.178549049272,32.72535647147816,,0.0
1194.0557487135247,35.86167246140574,2bhk,1.0
1393.565819194726,43.46697457584179,3bhk,1.0
1197.543208453354,37.04629625360062,2bhk,1.0
1069.4338373074058,33.99301511922217,1bhk,0.0
1131.1912580726178,35.05573774217853,2bhk,0.0
1172.0880275110387,37.742640825331165,2bhk,0.0
1031.8332101269448,31.154996303808343,1bhk,1.0
1290.0119881535422,41.51035964460627,3bhk,
1350.846969526857,44.13540908580571,3bhk,1.0
1056.0661061063545,32.641983183190625,,1.0
1233.0633472796712,37.89190041839014,2bhk,0.0
1203.910904609996,38.84732713829989,2bhk,1.0
1308.122032751386,41.21366098254159,3bhk,1.0
1031.8592095084305,33.645776285252914,1bhk,0.0
1208.7085406886135,39.221256220658404,2bhk,1.0
1100.3672394533992,33.44101718360197,1bhk,1.0
1147.9763567205707,35.41929070161712,2bhk,1.0
1329.4670942026005,42.844012826078014,3bhk,1.0
1286.9642872032705,43.02892861609811,3bhk,
1025.115519299301,33.62346557897903,1bhk,0.0
1147.697292419694,35.310918772590824,2bhk,0.0
1147.1435370274269,37.44430611082281,2bhk,1.0
1175.9790383114696,36.719371149344084,2bhk,1.0
1281.0965807138691,39.54289742141608,3bhk,1.0
1359.1574843300364,43.524724529901086,3bhk,1.0
1252.2207515902994,39.656622547708984,3bhk,1.0
1075.9750717696604,32.66925215308981,,
1235.570913494647,39.0671274048394,2bhk,0.0
1327.1439015035007,42.26431704510502,3bhk,
1235.9664871769264,38.308994615307796,,1.0
1373.8937335827136,43.9268120074814,3bhk,0.0
1326.719444398974,41.851583331969216,3bhk,0.0
1398.297366351224,44.298920990536715,3bhk,
1320.8460794696675,42.73538238409002,3bhk,
1180.91295644034,36.2973886932102,,
1278.166567113168,38.89499701339504,3bhk,0.0
1243.741470482168,39.392244114465036,3bhk,1.0
1196.8336919911749,36.735010759735246,2bhk,1.0
1271.0978808398656,39.28293642519597,,0.0
1219.6616370073934,38.0298491102218,2bhk,
993.4072685246668,30.382218055740005,1bhk,1.0
1182.3716254660803,35.91114876398241,2bhk,0.0
1282.4476084766732,39.143428254300204,3bhk,1.0
1120.5791039064084,35.30737311719225,2bhk,
1190.681843946836,36.46045531840509,2bhk,1.0
1183.530938943463,38.05592816830389,2bhk,
1192.4640117520985,36.36392035256295,2bhk,1.0
1158.7390695848496,38.622172087545486,2bhk,1.0
1271.7432630858364,39.51229789257509,3bhk,
1299.9206621386245,40.97761986415873,3bhk,0.0
1144.7553454415597,35.922660363246784,2bhk,
1193.6894182893675,36.780682548681035,2bhk,
1286.807620502097,41.13422861506291,3bhk,
1176.833395689466,35.70500187068398,2bhk,0.0
1347.1061397344502,43.73318419203351,3bhk,
1165.1925524676149,35.645776574028446,2bhk,
1226.9768262127282,37.799304786381846,2bhk,0.0
1133.0684261479626,35.80205278443887,2bhk,0.0
1255.9748962843526,40.299246888530575,3bhk,1.0
1102.7354131138975,33.982062393416925,1bhk,1.0
1181.8158357901511,36.21447507370453,2bhk,1.0
1177.0251958774231,35.66075587632269,,1.0
1162.8469998866972,35.25540999660092,2bhk,1.0
1235.0784715020784,38.82235414506235,2bhk,1.0
1077.4619340874615,32.543858022623844,1bhk,
1342.9421969411865,42.92826590823559,3bhk,
1153.6479923278798,34.96943976983639,2bhk,
1185.796520745036,36.34389562235108,2bhk,1.0
1078.9504428918349,33.34851328675504,1bhk,0.0
1434.3900539636056,45.561701618908174,3bhk,
1202.6713924640171,37.18014177392051,2bhk,1.0
1078.3971131319952,33.47191339395986,1bhk,1.0
1211.3264867513255,38.75979460253977,2bhk,1.0
1000.0334922979866,31.2710047689396,1bhk,
1210.2128678895726,37.52638603668718,2bhk,0.0
1224.7278176854743,39.62183453056423,2bhk,1.0
1186.957869082748,37.18873607248244,2bhk,1.0
1224.8752190621203,37.99625657186361,,0.0
1245.0442521533294,39.24132756459988,3bhk,
1156.7338928773738,36.072016786321214,2bhk,1.0
1269.467112186015,39.79401336558044,3bhk,1.0
1184.1198201788536,35.71359460536561,2bhk,1.0
1248.37642312072,38.0012926936216,3bhk,
1300.758974527484,41.16276923582453,3bhk,0.0
1091.5331711555557,33.175995134666685,1bhk,0.0
1088.5618813158003,33.50685643947401,,1.0
1314.3371142920405,42.3601134287612,,0.0
1118.0801956656492,33.79240586996948,2bhk,
1364.7552655278846,42.75265796583653,3bhk,
1140.1062667316714,36.383188001950145,2bhk,
1183.0829047274815,37.05248714182445,2bhk,1.0
1129.128576625929,35.203857298777876,2bhk,
1248.177214672058,37.745316440161744,3bhk,
1375.904457931019,43.517133737930564,3bhk,1.0
1089.600840173892,33.60802520521676,,
1244.3771654953753,40.191314964861256,3bhk,
1261.3800399876625,39.31140119962987,3bhk,1.0
994.4990719303294,32.184972157909876,1bhk,
1062.059087751878,33.86177263255634,1bhk,0.0
1071.5009357077288,33.44502807123186,1bhk,0.0
1186.4493700608275,37.16348110182483,2bhk,0.0
1439.4047324132698,45.57214197239809,3bhk,0.0
1222.7834827706506,37.68350448311952,2bhk,0.0
962.0241912761926,29.750725738285777,1bhk,1.0
1162.30377579347,35.7991132738041,2bhk,
1430.8686923272203,45.97606076981661,3bhk,1.0
1141.8523800697874,34.91557140209362,2bhk,1.0
1231.655152063892,37.95965456191676,2bhk,1.0
1274.5753720144885,38.65726116043466,3bhk,1.0
1242.4287322816128,37.97286196844839,3bhk,0.0
1292.55799559716,42.3967398679148,3bhk,1.0
1172.2619488205369,36.657858464616105,2bhk,1.0
1245.1690034927617,37.65507010478285,3bhk,
1310.31295312925,42.8493885938775,3bhk,0.0
1445.337761602343,44.960132848070295,3bhk,1.0
1273.315780772044,38.63947342316132,,
1161.858222343444,36.38574667030333,2bhk,1.0
1072.7751942489858,34.11325582746957,1bhk,0.0
1094.6222876744762,33.65866863023429,1bhk,
1113.929809952345,34.06789429857035,1bhk,
